,"DETAILED TABLE 2.6b: Selected items, by taxable status, state/territory1 and postcode, 2010-11 income year2",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25
0,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,Non-taxable individuals,,,,,,,,Taxable individuals,,,,,,,,All individuals,,,,,,,
2,Postcode,State/Territory1,Individuals,Net rent,,Total Income or Loss,,Taxable income or loss,,Net tax,Individuals,Net rent,,Total Income or Loss,,Taxable income or loss,,Net tax,Individuals,Net rent,,Total Income or Loss,,Taxable income or loss,,Net tax
3,,,no.,no.,$,no.,$,no.,$,$,no.,no.,$,no.,$,no.,$,$,no.,no.,$,no.,$,no.,$,$
417,2528,NSW,3215,200,-23100,2945,33715455,2875,32009405,0,8050,1000,-3038876,8050,461069544,8050,436585308,84237979,11265,1200,-3061976,10995,494784999,10920,468594713,84237979
418,2529,NSW,2980,285,-760783,2830,29782191,2720,28646305,0,9395,1475,-7119101,9395,583419704,9395,552223921,112970967,12375,1760,-7879884,12225,613201895,12115,580870226,112970967
419,2530,NSW,4170,250,-541131,3920,44405819,3815,42524625,0,11970,1250,-6375264,11970,709681963,11970,671654452,132221635,16140,1500,-6916395,15890,754087782,15785,714179077,132221635
420,2533,NSW,2660,355,-503098,2610,30089336,2475,28282340,0,6560,1230,-4671615,6560,441573897,6560,417833904,91429311,9220,1585,-5174713,9170,471663233,9035,446116244,91429311
421,2534,NSW,910,100,-168546,885,11267134,850,9804510,0,2075,370,-574776,2075,133012335,2075,125459828,26390855,2985,470,-743322,2965,144279469,2925,135264338,26390855
422,2535,NSW,1325,180,-198460,1290,14754225,1205,14418086,0,2620,545,-117264,2620,165804176,2620,155581281,32496986,3945,725,-315724,3910,180558401,3825,169999367,32496986
423,2536,NSW,3180,300,-391172,3075,37663155,2920,36859146,0,5945,900,-194327,5945,311225630,5945,296352963,51647624,9125,1200,-585499,9020,348888785,8865,333212109,51647624
424,2537,NSW,2090,175,108200,2035,23802093,1940,23298238,0,3980,590,613413,3980,215340245,3980,205194800,36670945,6075,770,721613,6015,239142338,5920,228493038,36670945
425,2538,NSW,470,60,55467,460,4913180,410,4708598,0,775,115,-142751,775,43532318,775,41195918,7859586,1245,175,-87284,1235,48445498,1185,45904516,7859586
426,2539,NSW,3370,305,264775,3275,38879744,3150,37295376,0,5490,840,-756389,5490,278702683,5490,262489335,44679560,8860,1145,-491614,8765,317582427,8640,299784711,44679560
427,2540,NSW,6565,645,97722,6275,75043369,6040,71454010,0,13460,2050,-3961624,13460,743115282,13460,702331241,129327151,20025,2695,-3863902,19735,818158651,19500,773785251,129327151
428,2541,NSW,3775,275,27645,3555,44120566,3435,42513182,0,9245,1130,-2646101,9245,503411764,9245,476568847,87069445,13020,1405,-2618456,12795,547532330,12675,519082029,87069445
429,2545,NSW,220,20,19280,210,1986450,185,2262091,0,350,40,73436,350,17004258,350,16112498,2488418,570,60,92716,565,18990708,535,18374589,2488418
430,2546,NSW,1940,185,-243580,1895,21793595,1775,21416051,0,2795,425,213919,2795,145687788,2795,138452030,24000717,4735,610,-29661,4690,167481383,4570,159868081,24000717
431,2548,NSW,1505,155,-80489,1475,18966065,1420,18065836,0,2775,490,-353594,2770,149518440,2775,142601670,25648074,4280,645,-434083,4245,168484505,4190,160667506,25648074
432,2549,NSW,695,75,103206,675,8903583,645,7984232,0,1420,220,-67142,1420,73125843,1420,70037804,12101104,2115,295,36064,2095,82029426,2070,78022036,12101104
433,2550,NSW,2825,290,-388951,2735,30570952,2505,29097913,0,5950,825,68223,5950,313827849,5950,300186156,53393548,8775,1115,-320728,8685,344398801,8455,329284069,53393548
434,2551,NSW,630,65,74344,610,7421841,585,7166580,0,1350,140,136,1350,70963466,1350,67874533,11869116,1980,205,74480,1960,78385307,1935,75041113,11869116
435,2555,NSW,65,10,11610,60,808942,60,735638,0,155,30,-214762,155,8491616,155,8128864,1586718,220,40,-203152,215,9300558,215,8864502,1586718
436,2556,NSW,280,50,-91370,260,2582298,240,2532623,0,965,240,-535890,965,61905801,965,58173448,12571500,1245,290,-627260,1230,64488099,1205,60706071,12571500
437,2557,NSW,435,75,-2039614,400,2902452,380,4609730,0,1285,350,-253879,1285,74513246,1285,71034783,14285099,1715,425,-2293493,1685,77415698,1665,75644513,14285099
438,2558,NSW,1290,90,-505661,1170,13640219,1130,12960238,0,5095,535,-3708758,5095,278249810,5095,264849346,48503706,6385,625,-4214419,6265,291890029,6225,277809584,48503706
439,2559,NSW,490,5,-178,340,4716866,340,4595396,0,660,20,-25871,660,30904640,660,29345298,4542597,1150,20,-26049,1000,35621506,1000,33940694,4542597
440,2560,NSW,9020,640,-2235533,8230,99132426,7990,94705308,0,30650,3600,-24074567,30650,1716345154,30650,1636427547,307080241,39670,4240,-26310100,38880,1815477580,38640,1731132855,307080241
441,2563,NSW,55,5,-50369,50,442083,45,479270,0,120,15,-29189,120,7235971,120,6906916,1419853,175,20,-79558,170,7678054,165,7386186,1419853
442,2564,NSW,1600,80,-468639,1395,16679339,1365,16238610,0,4915,480,-2194737,4915,253525916,4915,242348020,42170751,6510,565,-2663376,6310,270205255,6280,258586630,42170751
443,2565,NSW,2150,210,-173853,1995,22733546,1940,21761012,0,7445,1120,-5561869,7445,439868092,7445,419048147,83020670,9595,1335,-5735722,9440,462601638,9385,440809159,83020670
444,2566,NSW,2835,200,-1058875,2550,29784390,2465,28601952,0,10720,1200,-7704665,10720,582046445,10720,554284876,101064516,13560,1400,-8763540,13275,611830835,13185,582886828,101064516
445,2567,NSW,3620,290,-1164478,3415,36744838,3280,35335901,0,15880,2160,-15881543,15880,1007540073,15880,958347755,199478616,19500,2445,-17046021,19300,1044284911,19165,993683656,199478616
446,2568,NSW,155,15,6400,155,1684346,145,1728446,0,495,95,-509651,495,33824253,495,32077748,7169910,650,105,-503251,650,35508599,640,33806194,7169910
447,2569,NSW,180,25,-96740,170,2006923,160,1821942,0,650,125,-477863,650,40203592,650,38139887,7866706,825,145,-574603,820,42210515,810,39961829,7866706
448,2570,NSW,3805,415,-1404783,3680,40201711,3480,38894762,0,13040,2240,-9304557,13040,880370882,13040,836235007,184877153,16845,2655,-10709340,16720,920572593,16520,875129769,184877153
449,2571,NSW,1270,155,-396744,1220,13303158,1155,12573460,0,4560,760,-3935482,4560,293338427,4560,278824505,58853339,5830,920,-4332226,5780,306641585,5715,291397965,58853339
450,2572,NSW,495,55,76328,475,5353466,455,5137834,0,1755,280,-905802,1755,107439687,1755,101828377,20659952,2250,335,-829474,2230,112793153,2210,106966211,20659952
451,2573,NSW,630,55,-79089,580,6926753,560,6711398,0,1905,190,-971454,1905,106648036,1905,101344848,19021906,2535,245,-1050543,2490,113574789,2465,108056246,19021906
452,2574,NSW,720,75,-149273,690,7667374,650,7256963,0,2300,325,-1891918,2300,136038531,2300,129381847,25411346,3015,400,-2041191,2990,143705905,2950,136638810,25411346
453,2575,NSW,2245,240,-318586,2175,24700071,2025,23687822,0,5750,860,-3450354,5750,360583112,5750,343814194,73607792,8000,1100,-3768940,7930,385283183,7775,367502016,73607792
454,2576,NSW,2705,370,-782114,2650,33727204,2465,29135745,0,5270,990,-306461,5270,423120670,5270,401865890,100844052,7975,1360,-1088575,7920,456847874,7740,431001635,100844052
455,2577,NSW,2515,310,24405,2450,25724393,2230,26470284,0,5670,945,-1255633,5670,374909194,5670,355936108,79848406,8185,1255,-1231228,8120,400633587,7900,382406392,79848406
456,2578,NSW,565,55,93237,555,6233019,530,6161310,0,900,140,247807,900,54090131,900,51184582,9817291,1465,195,341044,1455,60323150,1430,57345892,9817291
457,2579,NSW,665,80,103375,630,6790491,565,6586011,0,1350,180,-182122,1350,83643917,1350,79593353,16420730,2010,265,-78747,1980,90434408,1915,86179364,16420730
458,2580,NSW,3850,355,-348997,3725,41281433,3460,41605664,0,10875,1505,-3608813,10875,623907075,10875,594290316,114131494,14725,1855,-3957810,14605,665188508,14340,635895980,114131494
459,2581,NSW,280,35,-54443,270,2718398,230,2947839,0,820,135,-199484,820,50830530,820,48271593,9416367,1100,170,-253927,1090,53548928,1050,51219432,9416367
460,2582,NSW,1600,165,-177870,1560,16748547,1420,15712973,0,5385,870,-2866733,5385,368390330,5385,353210948,77009690,6985,1030,-3044603,6945,385138877,6805,368923921,77009690
461,2583,NSW,840,60,330545,825,9191338,700,8513974,0,1640,190,-287840,1640,92001423,1640,86313947,15434761,2485,250,42705,2465,101192761,2340,94827921,15434761
462,2584,NSW,80,5,-79207,80,988725,75,991803,0,210,25,25156,210,11569903,210,10795907,1890229,290,30,-54051,290,12558628,285,11787710,1890229
463,2585,NSW,55,5,-41371,50,512543,45,487714,0,100,20,-15360,100,5903302,100,5346222,906449,150,25,-56731,150,6415845,140,5833936,906449
464,2586,NSW,425,30,183249,420,4379073,360,4208938,0,915,115,-221322,915,50299766,915,47061326,8298413,1340,145,-38073,1335,54678839,1275,51270264,8298413
465,2587,NSW,465,25,41435,450,5092253,395,4701463,0,1025,125,259650,1025,54897108,1025,50139381,8595829,1490,150,301085,1475,59989361,1420,54840844,8595829
466,2588,NSW,65,5,25584,65,601182,45,559327,0,165,20,93801,165,10563326,165,9179624,1753328,230,25,119385,230,11164508,210,9738951,1753328
467,2590,NSW,1200,95,89755,1175,14411506,1060,12260156,0,2655,340,-359119,2655,152776479,2655,142766948,26472253,3855,435,-269364,3825,167187985,3715,155027104,26472253
468,2594,NSW,1840,140,32037,1785,20770634,1610,19289818,0,4225,485,651527,4225,226516058,4225,210973110,37550877,6065,625,683564,6010,247286692,5840,230262928,37550877
469,2600,ACT,965,175,-1765205,945,10623662,850,9513101,0,4755,1305,-10583329,4755,500514200,4755,476859668,132639349,5720,1480,-12348534,5700,511137862,5600,486372769,132639349
470,2601,ACT,825,95,-881573,810,6861026,740,6347717,0,1645,430,-3214695,1645,137139608,1645,131300643,33399323,2475,525,-4096268,2455,144000634,2385,137648360,33399323
471,2602,ACT,3505,360,-1951038,3450,39074400,3300,38171412,0,14910,2870,-17091214,14910,1104642221,14910,1065124144,243371452,18415,3230,-19042252,18360,1143716621,18210,1103295556,243371452
472,2603,ACT,1085,160,-1960155,1060,12142284,965,11088632,0,5055,1440,-14797936,5055,571738447,5055,543013164,157703993,6140,1600,-16758091,6115,583880731,6020,554101796,157703993
473,2604,ACT,1045,245,-2008991,1010,10410550,875,9929827,0,5730,1580,-11308226,5730,502324972,5730,484169474,123274395,6780,1825,-13317217,6745,512735522,6605,494099301,123274395
474,2605,ACT,1445,175,-684393,1425,16778903,1360,15908830,0,6095,1365,-8786100,6095,533522846,6095,511177064,127231309,7540,1545,-9470493,7515,550301749,7455,527085894,127231309
475,2606,ACT,1000,110,-1201432,980,12244863,935,11388682,0,4610,835,-5033027,4610,342360323,4610,328290963,75621253,5605,945,-6234459,5590,354605186,5540,339679645,75621253
476,2607,ACT,1770,250,-1013392,1745,22879463,1650,20325827,0,7470,1625,-11461288,7470,584033762,7470,560440395,130464020,9245,1875,-12474680,9215,606913225,9120,580766222,130464020
477,2609,ACT,140,20,-186239,135,1493390,120,1431600,0,545,100,-831424,545,39013012,545,37381254,8926219,685,120,-1017663,680,40506402,660,38812854,8926219
478,2611,ACT,2900,315,-1077338,2835,35205629,2710,33553750,0,12235,2270,-13135896,12235,904410138,12235,870758854,195073436,15135,2580,-14213234,15070,939615767,14945,904312604,195073436
479,2612,ACT,1575,145,-1117010,1550,16449731,1475,16023747,0,7285,1330,-9564740,7285,558591526,7285,535719385,125822894,8860,1475,-10681750,8835,575041257,8760,551743132,125822894
480,2614,ACT,2590,260,-16086004,2545,17109416,2430,30015936,0,10045,1800,-8738955,10045,733027130,10045,704920295,156272873,12635,2060,-24824959,12590,750136546,12475,734936231,156272873
481,2615,ACT,4930,405,-1990878,4785,56234596,4590,53998092,0,22625,3230,-23629113,22625,1446297947,22625,1396380608,285997872,27550,3635,-25619991,27410,1502532543,27215,1450378700,285997872
482,2617,ACT,3675,325,-2128693,3605,40041964,3475,38568398,0,15415,2825,-19456558,15415,1037656259,15415,999298004,213007567,19090,3150,-21585251,19020,1077698223,18890,1037866402,213007567
483,2618,ACT,200,30,-260589,195,1987127,165,2051622,0,625,165,6690,625,55146060,625,52268720,13227680,825,200,-253899,825,57133187,795,54320342,13227680
484,2619,NSW,820,115,-1002841,805,7752347,745,7623081,0,4930,1180,-10249749,4930,404320345,4930,390055716,94772160,5755,1295,-11252590,5735,412072692,5675,397678797,94772160
485,2620,NSW,3935,445,-1576858,3830,44139765,3605,42650164,0,18830,3155,-14043743,18830,1255366270,18830,1207256936,261493192,22765,3605,-15620601,22660,1299506035,22435,1249907100,261493192
486,2621,NSW,630,85,-386139,620,5927883,550,5996386,0,2835,585,-2908823,2835,212003588,2835,203820326,46577059,3465,670,-3294962,3455,217931471,3385,209816712,46577059
487,2622,NSW,680,80,125961,670,6914881,565,6694771,0,1250,225,-99993,1250,73818516,1250,70554292,13760625,1930,305,25968,1915,80733397,1815,77249063,13760625
488,2623,NSW,65,5,39394,65,812365,60,793072,0,290,25,-51104,290,16559755,290,15940630,3066248,355,30,-11710,355,17372120,350,16733702,3066248
489,2624,NSW,25,5,-3328,25,263831,25,250353,0,35,5,-21685,35,1245095,35,1202905,155782,60,5,-25013,60,1508926,60,1453258,155782
490,2625,NSW,45,5,-66607,45,450534,40,389591,0,135,40,61534,135,7124343,135,6528510,1172972,180,45,-5073,180,7574877,175,6918101,1172972
491,2626,NSW,60,10,-40228,60,654820,50,607818,0,220,20,-52358,220,13959688,220,13553779,2848626,280,35,-92586,280,14614508,270,14161597,2848626
492,2627,NSW,625,110,-149921,615,6261415,575,6020319,0,1750,365,-780329,1750,101177302,1750,95147638,18679058,2370,475,-930250,2365,107438717,2320,101167957,18679058
493,2628,NSW,275,35,-107544,270,3203415,250,2998246,0,670,105,28714,670,34969490,670,32850170,5450054,945,135,-78830,940,38172905,920,35848416,5450054
494,2629,NSW,110,10,-22192,105,1241852,100,1215373,0,165,25,-59359,165,8706070,165,8282916,1441533,270,35,-81551,270,9947922,265,9498289,1441533
495,2630,NSW,1390,155,-154701,1345,15897096,1245,15418680,0,3565,610,-522481,3565,204381876,3565,194658288,37173216,4955,765,-677182,4910,220278972,4810,210076968,37173216
496,2631,NSW,125,10,48757,120,1381534,105,1294082,0,210,30,-48315,210,13825579,210,12667296,2532034,335,35,442,330,15207113,315,13961378,2532034
497,2632,NSW,325,25,154094,315,3637141,285,3426694,0,780,95,-40255,780,43755166,780,40798842,7358852,1100,125,113839,1095,47392307,1065,44225536,7358852
498,2633,NSW,80,5,4403,75,867817,70,910453,0,145,15,1833,145,7282684,145,6678389,1057583,220,20,6236,220,8150501,215,7588842,1057583
499,2640,NSW,4775,470,-568469,4585,51701661,4380,49772576,0,14600,2380,-5525727,14600,901031372,14600,855403752,178312484,19375,2845,-6094196,19185,952733033,18980,905176328,178312484
500,2641,NSW,2270,175,124509,2145,25660549,2095,24745546,0,6565,675,-1067954,6565,339822543,6565,324600957,56696716,8835,855,-943445,8710,365483092,8660,349346503,56696716
501,2642,NSW,845,70,118799,825,9770334,725,8090718,0,2040,300,39908,2040,117793224,2040,110456898,20288692,2885,370,158707,2865,127563558,2770,118547616,20288692
502,2643,NSW,440,25,-57798,430,4963179,400,4768007,0,975,120,-310106,975,50834352,975,48137142,8412395,1415,145,-367904,1405,55797531,1375,52905149,8412395
503,2644,NSW,440,35,-2378,425,5582867,365,4311210,0,975,150,143257,975,59751570,975,55701959,10876776,1415,180,140879,1395,65334437,1340,60013169,10876776
504,2645,NSW,80,5,1353,75,1868094,65,780716,0,175,25,-48364,175,11456284,175,10131812,1716311,255,30,-47011,255,13324378,240,10912528,1716311
505,2646,NSW,1260,120,205874,1225,16070575,1145,13477719,0,2765,340,-86800,2765,158737130,2765,147854343,26996157,4030,460,119074,3990,174807705,3910,161332062,26996157
506,2647,NSW,405,40,19251,395,4855308,365,4815286,0,770,120,108826,770,42982505,770,40344731,7563712,1175,160,128077,1170,47837813,1135,45160017,7563712
507,2648,NSW,460,30,21932,445,4904456,385,4501991,0,775,125,-359851,775,40455460,775,37996232,6355710,1235,150,-337919,1220,45359916,1160,42498223,6355710
508,2649,NSW,5,0,0,5,42407,5,38679,0,10,5,1114,10,630573,10,613744,111670,15,5,1114,15,672980,15,652423,111670
509,2650,NSW,7640,705,-715501,7295,83473756,6860,79679292,0,24105,3580,-5699406,24105,1439321358,24105,1368546023,274340249,31745,4285,-6414907,31395,1522795114,30965,1448225315,274340249
510,2651,NSW,195,15,-7638,180,1830180,170,1784907,0,900,75,-158453,900,45846866,900,43933857,7524161,1095,90,-166091,1080,47677046,1070,45718764,7524161
511,2652,NSW,865,65,-274287,830,11893786,695,8168957,0,1975,265,197797,1975,114082295,1975,105713921,18274389,2835,335,-76490,2805,125976081,2670,113882878,18274389
512,2653,NSW,405,35,43628,395,4116836,345,3886534,0,930,120,-123670,930,52414630,930,49964796,9322708,1330,150,-80042,1320,56531466,1270,53851330,9322708
513,2655,NSW,225,20,37796,220,2944133,190,2213121,0,565,80,-69778,565,32241681,565,29973332,5517323,790,100,-31982,785,35185814,755,32186453,5517323
514,2656,NSW,195,10,25629,195,2723377,165,2018604,0,540,85,54867,540,31509884,540,29297520,4838348,735,100,80496,735,34233261,705,31316124,4838348
515,2658,NSW,285,30,-62793,275,3697176,240,2795601,0,480,75,336538,480,26637104,480,24843143,4230714,765,105,273745,755,30334280,720,27638744,4230714
516,2659,NSW,180,15,29305,170,1732759,140,1572576,0,340,35,-99098,340,18122906,340,16805016,2881505,520,50,-69793,510,19855665,480,18377592,2881505
517,2660,NSW,275,20,23380,265,2586506,240,2813089,0,555,50,37694,555,29404086,555,27576283,4784499,830,75,61074,820,31990592,795,30389372,4784499
518,2661,NSW,15,5,4430,15,112149,10,89405,0,115,20,-63749,115,7636054,115,7240579,1443377,130,20,-59319,130,7748203,130,7329984,1443377
519,2663,NSW,615,50,183597,590,8072525,545,6468841,0,1530,155,-105767,1530,87266930,1530,82199902,15312333,2145,205,77830,2120,95339455,2075,88668743,15312333
520,2665,NSW,435,35,-26730,430,8795697,340,4426628,0,815,70,-95942,815,51100986,815,43693803,6622833,1250,105,-122672,1245,59896683,1155,48120431,6622833
521,2666,NSW,930,70,52720,905,12418465,800,9359256,0,2030,235,-83668,2030,109937567,2030,101114780,16861481,2960,305,-30948,2935,122356032,2830,110474036,16861481
522,2668,NSW,70,10,-20385,65,1350686,50,635529,0,150,15,50402,150,10197041,150,8393883,1341251,220,25,30017,215,11547727,200,9029412,1341251
523,2669,NSW,345,15,-25587,340,6001392,265,3204778,0,695,55,59814,695,45330181,695,39386853,6250905,1045,75,34227,1035,51331573,960,42591631,6250905
524,2671,NSW,670,50,-62921,660,10231841,585,7157339,0,1595,235,-235840,1595,93369098,1595,87430003,16335906,2265,285,-298761,2250,103600939,2175,94587342,16335906
525,2672,NSW,260,10,-26169,240,4196196,195,2587934,0,600,35,-27984,600,36885989,600,32440610,5725116,865,45,-54153,840,41082185,800,35028544,5725116
526,2675,NSW,275,20,23691,270,4385141,240,2714107,0,655,80,148189,655,36715817,655,34228196,5918464,930,100,171880,925,41100958,895,36942303,5918464
527,2678,NSW,15,5,-12785,15,118697,10,126006,0,40,10,-49802,40,2345625,40,2167064,416293,50,10,-62587,50,2464322,50,2293070,416293
528,2680,NSW,3875,305,-340777,3770,37765471,3455,39021271,0,9700,1235,29532,9700,533027035,9700,506119806,94836580,13575,1545,-311245,13470,570792506,13150,545141077,94836580
529,2681,NSW,320,30,26688,310,2305303,255,2835547,0,660,90,-125094,660,47177110,660,45372956,11413878,980,120,-98406,970,49482413,920,48208503,11413878
530,2700,NSW,860,70,59744,805,10281507,710,8534869,0,1800,240,-470004,1800,96124503,1800,89305927,15140566,2655,310,-410260,2605,106406010,2510,97840796,15140566
531,2701,NSW,345,25,71559,330,5157511,305,3653973,0,885,130,202657,885,54152428,885,50221922,9655927,1230,155,274216,1220,59309939,1195,53875895,9655927
532,2702,NSW,130,5,41476,130,1656541,115,1423013,0,250,15,-102007,250,14340126,250,13613821,2353606,380,20,-60531,380,15996667,365,15036834,2353606
533,2703,NSW,135,10,-5665,130,1329883,110,1339559,0,310,30,-55287,310,14903094,310,14271937,2298946,445,40,-60952,440,16232977,420,15611496,2298946
534,2705,NSW,1620,160,44099,1580,17072245,1380,16970633,0,3970,445,-1061856,3970,209132498,3970,198559221,35514158,5590,605,-1017757,5545,226204743,5350,215529854,35514158
535,2706,NSW,185,20,-167,175,1503375,160,1894376,0,465,55,-103503,465,24137048,465,22973853,3954175,645,75,-103670,640,25640423,625,24868229,3954175
536,2707,NSW,285,20,-80854,280,1505969,205,2384414,0,590,70,-95401,590,31007045,590,28458193,4731374,875,85,-176255,870,32513014,800,30842607,4731374
537,2710,NSW,1905,145,-80294,1860,21841235,1610,19311848,0,3900,480,-1354219,3900,210859166,3900,197614904,35525436,5800,625,-1434513,5755,232700401,5505,216926752,35525436
538,2711,NSW,560,50,-200710,545,5288620,495,5839560,0,1205,140,155782,1205,62567148,1205,58916632,10003455,1765,190,-44928,1750,67855768,1695,64756192,10003455
539,2712,NSW,260,30,34551,255,3790634,225,2813757,0,495,60,48362,495,24931579,495,23195507,3719583,755,85,82913,750,28722213,720,26009264,3719583
540,2713,NSW,655,45,-79365,635,8894352,525,6617761,0,980,115,-328586,980,51186721,980,47445239,7860212,1630,160,-407951,1615,60081073,1500,54063000,7860212
541,2714,NSW,545,45,27158,530,6187430,480,6177583,0,830,120,48999,830,44084649,830,41410860,7169529,1375,165,76157,1360,50272079,1310,47588443,7169529
542,2715,NSW,220,10,-11823,215,1761828,190,2326971,0,590,55,-78655,590,32639646,590,29830681,4951308,810,65,-90478,805,34401474,785,32157652,4951308
543,2716,NSW,235,25,62997,225,2788426,205,2228425,0,460,55,-69199,460,26698927,460,23822789,4277782,695,80,-6202,690,29487353,670,26051214,4277782
544,2717,NSW,245,15,17257,230,2619400,200,2771667,0,390,25,-65266,390,19722098,390,18627543,3088424,635,40,-48009,620,22341498,590,21399210,3088424
545,2720,NSW,1105,90,197099,1065,12736408,1000,11970142,0,3250,380,-1046657,3250,190883773,3250,181961478,35762331,4355,470,-849558,4315,203620181,4250,193931620,35762331
546,2721,NSW,55,5,8650,55,737628,50,600046,0,85,10,-12822,85,5020702,85,4585987,695713,140,10,-4172,140,5758330,135,5186033,695713
547,2722,NSW,555,45,34344,535,5935527,490,5710432,0,1245,135,-256184,1245,68222422,1245,63915157,11305039,1800,180,-221840,1780,74157949,1735,69625589,11305039
548,2725,NSW,65,5,12566,60,377313,55,758731,0,120,15,-18393,120,7021063,120,6190506,999314,185,15,-5827,185,7398376,180,6949237,999314
549,2726,NSW,45,5,72935,45,775791,40,468456,0,115,25,165,115,5654229,115,5271032,860544,160,30,73100,160,6430020,150,5739488,860544
550,2727,NSW,80,10,-572,80,918085,60,642109,0,145,10,84989,145,9629427,145,8775978,1907169,230,20,84417,225,10547512,205,9418087,1907169
551,2729,NSW,270,25,-48655,265,4394642,240,2765012,0,640,75,-185480,640,37136885,640,35036564,6547392,910,100,-234135,905,41531527,880,37801576,6547392
552,2730,NSW,230,15,8378,225,2795371,210,2730924,0,590,60,11685,590,28750011,590,27161048,4515219,820,75,20063,810,31545382,795,29891972,4515219
553,2731,NSW,1030,80,-13959,1010,12370355,920,10961083,0,2170,295,-680409,2170,120324555,2170,110633133,20133445,3200,375,-694368,3180,132694910,3085,121594216,20133445
554,2732,NSW,385,45,-20462,380,3516732,320,4057210,0,640,90,-120332,640,32818305,640,30877568,5279081,1025,135,-140794,1020,36335037,960,34934778,5279081
555,2733,NSW,130,5,16618,125,1168629,110,1244754,0,225,20,-79207,225,11038397,225,10349315,1723175,355,25,-62589,350,12207026,335,11594069,1723175
556,2734,NSW,30,5,-197358,25,545675,20,198950,0,40,5,-8634,40,2038444,40,1917972,356158,65,10,-205992,65,2584119,60,2116922,356158
557,2735,NSW,65,5,-4734,65,486129,55,570837,0,115,10,1216,115,4825345,115,4526140,584061,185,15,-3518,180,5311474,170,5096977,584061
558,2736,NSW,100,10,14565,100,977417,85,1090645,0,130,20,52662,130,6950743,130,6384584,1080243,230,30,67227,230,7928160,215,7475229,1080243
559,2737,NSW,100,5,-8695,95,605092,80,975584,0,275,40,-123194,275,13515392,275,12750205,2054528,375,45,-131889,370,14120484,360,13725789,2054528
560,2738,NSW,235,20,3847,230,2664344,205,2331721,0,550,95,-379555,550,34668641,550,31997857,6662379,790,110,-375708,780,37332985,755,34329578,6662379
561,2739,NSW,210,10,-15530,205,3234399,185,2215599,0,500,60,-185608,500,25792474,500,23965970,4030705,715,70,-201138,705,29026873,685,26181569,4030705
562,2745,NSW,2865,290,-1247723,2720,27568813,2585,27279632,0,12345,2120,-14533648,12345,810274916,12345,770805843,165022453,15210,2410,-15781371,15065,837843729,14930,798085475,165022453
563,2747,NSW,3975,235,-607712,3685,42760665,3590,41472502,0,15035,1730,-9603275,15035,837715123,15035,800217508,149925582,19005,1965,-10210987,18720,880475788,18625,841690010,149925582
564,2748,NSW,350,45,-116306,335,3747532,320,3699874,0,1145,335,-765733,1145,78177651,1145,73884306,16598389,1495,380,-882039,1480,81925183,1465,77584180,16598389
565,2749,NSW,1850,135,-366638,1715,19095859,1660,18649275,0,7185,975,-5493719,7185,424735241,7185,404997972,79941934,9035,1115,-5860357,8900,443831100,8845,423647247,79941934
566,2750,NSW,5285,460,-1652027,5035,59653368,4845,57329534,0,19195,2555,-12842867,19195,1149447550,19195,1098447972,218324855,24485,3015,-14494894,24230,1209100918,24045,1155777506,218324855
567,2752,NSW,595,65,-416650,570,5283984,535,5421994,0,2220,355,-1791819,2220,130395161,2220,124787955,24778984,2815,420,-2208469,2790,135679145,2755,130209949,24778984
568,2753,NSW,2280,290,-429908,2200,25614894,2080,24787866,0,7195,1220,-3167742,7195,431559096,7195,410635994,82647911,9475,1510,-3597650,9395,457173990,9270,435423860,82647911
569,2754,NSW,805,105,-258373,775,8639697,730,8515410,0,2465,440,-1981567,2465,148259287,2465,141854299,28366212,3270,545,-2239940,3240,156898984,3195,150369709,28366212
570,2756,NSW,4170,415,-927196,3975,42702678,3725,41856955,0,14835,2145,-7396154,14835,880281930,14835,840314488,168439539,19005,2560,-8323350,18810,922984608,18560,882171443,168439539
571,2757,NSW,155,20,-197763,150,1544774,145,1516227,0,425,95,-370736,425,25103885,425,23800767,4672725,580,115,-568499,575,26648659,570,25316994,4672725
572,2758,NSW,1295,160,-416382,1265,13576324,1180,13001466,0,3850,805,-3252349,3850,245359301,3850,233437693,49415137,5145,965,-3668731,5115,258935625,5030,246439159,49415137
573,2759,NSW,3175,250,-590424,2995,32764620,2880,31397312,0,13300,1905,-13409915,13300,756718945,13300,722468249,138373448,16475,2155,-14000339,16295,789483565,16185,753865561,138373448
574,2760,NSW,3120,190,-573378,2795,34520810,2720,33492188,0,10920,985,-4094170,10920,578489933,10920,552280066,97974239,14040,1175,-4667548,13715,613010743,13640,585772254,97974239
575,2761,NSW,2935,145,-748307,2650,28750269,2580,27800410,0,12185,1325,-9961791,12185,664643012,12185,635873717,117080621,15120,1470,-10710098,14835,693393281,14765,663674127,117080621
576,2762,NSW,470,70,-32994,460,4703313,435,4712466,0,1735,295,-204057,1735,103211062,1735,98869785,19634211,2210,365,-237051,2200,107914375,2175,103582251,19634211
